#################################################################################################################################
# Volcano-tectonic architecture of Bioko Island (Equatorial Guinea) derived from TanDEM-X synthetic aperture radar data
# Supplementary Material – Bulletin of Volcanology
#
# Jacob Brauner (1), Thomas R. Walter (2), Oscar A.N. Ela (3), Loÿc Vanderkluysen (1)
# 
# (1) Drexel University, Philadelphia, PA, USA
# (2) Deutsches GeoForschungsZentrum GFZ, Potsdam, Germany
# (3) Universidad Nacional de Guinea Ecuatorial, Malabo, Equatorial Guinea
# Corresponding Author: JB, email: jb4356@drexel.edu
#################################################################################################################################

OBJECTID;LAT;LON;Proj_E;Proj_N;ElevMin;ElevMax;AreaBase;WidthBase;AxisBaseMin(s);AxisBaseMax(s);AxisBaseMean(s);AxisBaseMin(bc);AxisBaseMax(bc);AxisBaseMean(bc);AxisBaseMax;ElevLowCurve;ElevLowCurveFraction;AreaLowCurve;WidthLowCurve;AxisLowCurve;ElevSummitReg;ElevSummitRegFraction;AreaSummitReg;WidthSummitReg;AxisSummitRegMax(cont);HeightMax;HeightPoly1;HeightTIN;HeightIDW;VolMax;VolPoly1;VolTIN;VolIDW;EIoutline;IIoutline;EIavg;IIavg;HWratioPOLY1;HWratioTIN;HWratioIDW;WWratio(cont);SlopeMin(tot);SlopeMax(tot);SlopeMean(tot);SlopeMedian(tot);SlopeSD(tot);SlopeMean(flank);SlopeMedian(flank);SlopeSD(flank);SlopeMean(lowflank);SlopeMedian(lowflank);SlopeSD(lowflank);SlopeMean(mainflank);SlopeMedian(mainflank);SlopeSD(mainflank);SlopeMean(summit);SlopeMedian(summit);SlopeSD(summit);ElevSlopeMax;HeightFracSlopeMax;SlopeAvgMax;AzimAxisBaseMax(s);AzimAxisBaseMax(bc);AzimAxisBaseMax;AzimCurvesAvg;PeaksNumTot;PeaksNumFlank;PeaksNumSummit;HolesNumTot;HolesNumFlank;HolesNumSummit;NumMainCurvesFlank;NumMainCurvesSummit;NumSlopeBins
174;3.514694;8.711497;467956.69;388489.12;1317.11;1422.8;0.247536;561.40236;347.64677;609.42199;510.2848;493.49535;614.24121;557.68775;615.16825;1371;0.509882;0.12661815;401.51616;458.10877;1411;0.888334;0.017246693;148.18627;258.24664;105.694;63.8668;54.5232;68.0586;0.014260944;0.00511184;0.00404898;0.006047056;1.2007133;1.0679386;1.65624;1.2683;0.11376301;0.097119636;0.12122962;0.26395733;1.41595;32.9255;15.5816;15.3867;7.61787;15.9769;16.1533;7.67317;13.0864;11.8022;7.86592;19.7312;18.7482;5.51583;10.3107;10.8759;4.26133;1375;0.547727;28.4122;111.038;119.745;110.556;113.306;2;1;1;2;2;0;41;11;106
175;3.5088311;8.7098782;467776.69;387841.12;1199.64;1426.15;0.749736;977.03301;690.49216;1169.8235;898.87459;781.36922;1181.2099;958.38705;1210.157;1367;0.73887;0.12413642;3.98E+02;505.746;1368;0.743285;0.11831259;3.88E+02;500.22537;226.505;130.236;122.427;141.037;0.095057773;0.033186907;0.025893802;0.033142909;1.5341398;1.066236;1.63968;1.49638;0.1332979;0.1253045;0.14435195;0.39724762;1.70637;35.299;18.032;18.8797;8.10806;18.0194;18.8797;8.10098;18.0879;18.985;8.07462;12.9366;10.7519;9.10541;18.1032;18.8537;8.19178;1368;0.743285;12.9366;78.6901;71.565;67.249;51.2312;5;4;1;3;3;0;2;58;228
176;3.4974266;8.6927035;465868.69;386581.12;1063.03;1107.56;0.044712;238.59817;173.82338;275.64675;223.74536;209.82337;273.79986;239.79493;281.16899;1088;0.56076;0.016168176;143.47809;177.2785;1104;0.920139;0.001812159;48.034488;78.920837;44.5214;29.826;28.7997;32.5098;0.001097265;0.000451594;0.000416692;0.000517516;1.3886752;1.0878077;1.7874;1.03128;0.12500536;0.1207037;0.13625321;0.2013196;2.93972;20.626;11.5147;12.1259;5.43565;11.5861;12.1259;5.46376;10.4575;10.2839;5.68176;15.3105;15.5015;2.10901;10.4919;11.1702;6.01721;1089;0.583222;17.31;45;56.3099;39.8056;115.373;0;0;0;0;0;0;17;3;45
177;3.5013349;8.6930263;465904.69;387013.12;1070.58;1167.21;0.147744;433.72053;326.55844;442.64273;377.74896;360;533.16904;426.07586;519.19938;1138;0.697703;0.037120821;217.40215;261.97605;1141;0.72875;0.031714597;200.94845;240.11024;96.6292;44.5513;38.6772;49.7863;0.007822843;0.00204596;0.001993393;0.002258639;1.4330072;1.0362928;1.42469;1.21081;0.10271884;0.089175502;0.11478879;0.4633132;3.19658;26.2492;14.7237;14.3615;5.21278;14.7356;14.3615;5.5221;14.5892;14.3297;5.54497;17.722;17.0533;4.47534;14.6748;14.4234;3.76541;1141;0.72875;21.5566;60.9454;39.8056;33.6901;132.847;0;0;0;0;0;0;4;26;98
178;3.5062217;8.6975624;466408.69;387553.12;1173.12;1222.97;0.038232;220.63203;173.82338;232.9969;207.20318;188.49842;256.43182;219.1011;274.16784;1222;0.980589;0.000188555;15.494382;37.369935;1222;0.980589;0.000188555;15.494382;37.369935;49.8438;18.0508;17.8042;17.873;0.001589818;0.000298843;0.000234351;0.000307703;1.5441726;1.0589539;5.81696;1.11314;0.081813965;0.080696348;0.081008396;0.070227253;1.53788;20.7189;11.1183;10.954;4.53888;11.6173;11.235;4.34381;11.6173;11.235;4.34381;-1;-1;-1;4.96491;4.78686;0.830158;1222;0.980589;8.30366;63.4349;75.9638;66.8014;179.296;0;0;0;0;0;0;1;0;50
179;3.5088238;8.6871897;465256.69;387841.12;1016.04;1129.56;0.189864;491.67301;389.16898;510.49223;453.59902;425.91423;569.16898;489.90993;569.20997;1077;0.537003;0.068642556;295.63223;353.5891;1098;0.721991;0.034713491;210.2346;250.72299;113.521;63.8837;61.1376;74.7229;0.010918914;0.003357402;0.002968307;0.004590649;1.3402699;1.064975;1.40287;1.03993;0.12993121;0.124346;0.15197682;0.42759029;1.0866;31.3465;15.1695;14.5991;6.97565;14.5651;13.6126;6.95032;12.9462;12.2515;6.18878;20.8731;19.5198;6.186;18.4704;19.207;6.26004;1081;0.572239;30.7748;79.6952;50.1944;55.3048;29.3567;0;0;0;2;2;0;22;31;114
180;3.5137111;8.6933464;465940.69;388381.12;1083.68;1222.27;0.20088;505.73546;329.84201;736.71302;455.69789;337.86588;775.07872;509.10418;808.99935;1192;0.781617;0.03789457;219.65624;299.0106;1217;0.962008;0.003527091;67.013671;126.64691;138.587;57.8335;60.0481;67.2791;0.015576975;0.003115846;0.002755489;0.00367157;2.5588779;1.1089051;2.31812;1.12466;0.11435523;0.1187342;0.13303211;0.13250736;4.79901;32.1211;16.0328;14.0881;7.52812;16.21;14.1084;7.53373;15.4749;12.6689;7.61261;21.0678;21.7712;4.76797;9.83087;8.21061;4.20823;1200;0.839342;28.5837;66.3706;61.3895;57.7244;28.2964;0;0;0;0;0;0;26;5;140
181;3.5111076;8.6995056;466624.69;388093.12;1215.33;1340.84;0.18792;489.14943;435.56479;533.16904;484.49405;410.51249;547.59972;486.28187;549.51615;1280;0.515236;0.1044774;364.72559;407.17155;1314;0.786135;0.042429757;232.42901;275.2858;125.508;91.8176;90.9016;92.7212;0.014169858;0.006920445;0.006482729;0.007242948;1.2620536;1.082167;1.33516;1.03599;0.18770875;0.18583608;0.18955596;0.47516973;3.90966;34.1791;21.1278;21.9658;7.76224;22.5523;24.1055;7.27871;20.8544;21.2055;7.41923;25.1473;27.8964;6.28226;15.1624;15.5619;6.92042;1303;0.698491;30.8416;140.194;123.69;121.607;105.376;0;0;0;0;0;0;35;26;126
182;3.5153424;8.7020972;466912.69;388561.12;1251.91;1333.86;0.069984;298.50694;224.73507;291.56469;266.49885;268.99686;324;293.88215;339.62331;1307;0.672269;0.027695039;187.7829;212.6839;1322;0.855318;0.009579299;110.43886;147.96002;81.9456;45.6063;40.8501;48.6575;0.003923748;0.001370487;0.001048166;0.001513325;1.2944525;1.0360316;1.40582;1.07809;0.15278145;0.13684807;0.16300281;0.36997082;3.40305;28.741;17.2242;18.3997;6.87112;18.0533;19.9917;6.86719;17.6499;19.7284;7.31404;19.3499;21.0711;5.19272;11.1094;11.8119;2.42452;1312;0.733285;25.6171;11.3099;36.8699;57.9946;139.326;2;1;1;0;0;0;16;11;83
183;3.5205532;8.7014473;466840.69;389137.12;1260.11;1292.38;0.025272;179.38035;129.79984;196.9969;171.18028;152.49844;201.79984;175.20886;230.51248;1291;0.957211;0.000584141;27.271815;51.067466;1292;0.988204;0.0000444;7.5184422;14.07855;32.2659;13.9048;13.8923;16.8939;0.000618114;0.000149637;0.000128426;0.00022516;1.65135;1.0432932;3.50639;1.03596;0.077515655;0.077446243;0.09417933;0.041913411;2.559;15.3519;8.72473;8.59175;4.10722;8.95309;8.59175;4.00022;8.95309;8.59175;4.00022;-1;-1;-1;2.559;2.559;0;1291;0.957211;4.32687;63.4349;56.3099;51.3402;90;0;0;0;0;0;0;2;0;33
184;3.5231603;8.7066325;467416.69;389425.12;1325.02;1384.08;0.076464;312.02081;232.9969;345.79986;291.15314;257.84198;347.64677;307.03872;360;1364;0.66008;0.022388926;168.83858;211.81747;1369;0.744742;0.011922194;123.20636;138.10442;59.0582;35.4884;38.5101;34.7935;0.00264329;0.000851372;0.000854835;0.000786295;1.3311834;1.0612132;1.41339;1.05364;0.1137373;0.12342168;0.11151005;0.39486585;0.334983;24.7737;11.4202;11.491;5.21283;11.2658;11.491;5.29979;11.3861;11.8096;5.50305;10.3039;11.0269;3.38037;12.3927;13.0822;4.76203;1366;0.693945;12.7633;56.3099;45;53.1301;53.0879;0;0;0;0;0;0;6;15;60
185;3.522178;8.6904265;465616.69;389317.12;1097.53;1151.72;0.02916;192.6854;149.84201;220.4318;192.96737;152.49846;237.79984;204.47043;241.49534;1141;0.8021;0.004806293;78.227631;116.96066;1143;0.839006;0.002531935;56.778159;85.275673;54.1927;29.5741;32.6691;30.6716;0.001061183;0.00023743;0.000248629;0.000292074;1.5707964;1.0262189;2.20994;1.05248;0.15348385;0.16954615;0.15917984;0.29466767;1.52408;24.0903;12.8544;12.7035;6.4797;13.4385;13.8361;6.55401;13.8798;13.8361;6.24061;1.52408;1.52408;0;7.40228;7.43224;0.735392;1141;0.8021;5.5682;75.9638;56.3099;63.4349;64.0337;0;0;0;0;0;0;3;8;55
186;3.5172902;8.6829733;464788.69;388777.12;965.522;1062.58;0.107568;370.08084;252;415.58413;338.9674;337.86595;409.86595;373.15582;421.36918;1044;0.808533;0.023551835;173.16792;252.26717;1045;0.818835;0.021426974;165.17164;227.89823;97.0628;47.9876;55.31;45.1548;0.006922937;0.002685162;0.002949154;0.002126204;1.29638;1.0445364;2.01298;1.27868;0.12966791;0.14945383;0.12201347;0.44631232;1.54012;38.7158;17.7804;16.3156;9.04699;19.2634;17.3758;8.87152;19.3495;17.3758;8.88398;17.0539;15.5277;10.1017;11.5364;9.40342;7.019;1044;0.808533;20.8665;110.556;111.801;109.983;84.9481;0;0;0;0;0;0;2;17;98
187;3.5150099;8.6816775;464644.69;388525.12;915.545;1041.02;0.157464;447.76041;188.49842;649.28403;459.60741;327.56479;649.99388;475.24469;651.98776;1020;0.832504;0.020291166;160.7343;262.70355;1023;0.856414;0.016391457;144.46539;251.20123;125.471;57.7888;59.4735;63.4597;0.011550581;0.003670003;0.003135477;0.003955654;2.1202521;1.1020429;2.84678;1.12275;0.12906178;0.13282441;0.14172695;0.32263995;4.35049;41.8712;20.3202;18.736;8.24482;20.4742;19.0613;8.39165;20.4013;18.9306;8.41579;22.2952;24.2913;8.43419;18.7808;16.6557;6.6752;1023;0.856414;24.2913;85.9144;83.6598;96.3402;77.1346;2;2;0;0;0;0;4;18;127
188;3.5084934;8.6735767;463744.69;387805.12;779.186;860.466;0.04212;231.57903;86.911683;254.97944;185.49613;185.84196;273.79986;231.77465;274.16784;853;0.908143;0.00172497;46.864702;64.833687;860;0.994264;0.00000613;2.7943286;4.0482044;81.2805;20.3543;14.0422;30.939;0.00230205;0.000307279;0.000182262;0.000381715;1.4016336;1.0622583;2.07568;1.08779;0.087893575;0.060636644;0.13360029;0.012066414;5.92785;26.8632;16.8649;17.2697;4.7833;17.0539;17.7192;4.67588;17.2684;17.7192;4.52005;8.26195;8.26195;0;8.925;8.925;0;853;0.908143;14.472;99.4623;56.3099;66.8014;90;0;0;0;0;0;0;8;0;82
189;3.5039322;8.6690406;463240.69;387301.12;704.971;782.429;0.044064;236.86288;0;296.8636;164.55753;173.82338;292.43178;251.65918;296.8636;782;0.994457;0.00000406;2.2730227;7.7242781;782;0.994457;0.00000406;2.2730227;7.7242781;77.4587;21.8572;24.2521;23.0285;0.00202929;0.000337917;0.000320109;0.000368164;1.5707964;1.0495338;11.548;1.11361;0.092278024;0.10238893;0.097222929;0.009596365;8.86919;29.5729;18.4518;19.1507;5.33396;18.5609;19.2315;5.34462;18.5609;19.2315;5.34462;-1;-1;-1;13.6525;13.6525;0;0;-9.10124;0;104.036;75.9638;104.036;7.8915;2;2;0;0;0;0;1;0;79
190;3.5123955;8.6563969;461836.69;388237.12;442.326;613.709;0.160056;451.43064;273.79984;545.95892;402.63547;347.64677;606.55888;471.81902;629.74278;592;0.873332;0.024265566;175.77223;228.63284;594;0.885002;0.021585281;165.78068;215.04259;171.383;64.4956;45.4171;60.5762;0.019798212;0.004310845;0.002451575;0.003615726;1.9460066;1.1151449;1.68713;1.17744;0.14286936;0.10060694;0.13418724;0.367234;2.64812;46.9999;20.6196;20.1352;8.7329;21.0872;20.6141;9.07866;20.9901;20.382;9.11773;27.1565;28.1097;1.34807;17.3202;16.7693;4.68464;594;0.885002;28.1097;80.5377;66.0375;59.0362;46.4467;0;0;0;0;0;0;3;19;172
191;3.5039272;8.6551035;461692.69;387301.12;510.34;681.142;0.396576;710.58865;533.91433;730.69416;640.26755;620.86356;842.46316;725.95294;828.78223;632;0.712285;0.080398828;319.94838;458.6573;632;0.712285;0.080398828;319.94838;458.6573;170.802;97.1663;95.4067;87.9761;0.03720044;0.012970297;0.010516662;0.010993914;1.3603302;1.0566883;2.05502;1.1058;0.1367406;0.13426437;0.12380732;0.45025821;1.34001;42.288;20.5726;20.2249;7.76587;20.4399;19.1595;8.04921;20.4399;19.1595;8.04921;-1;-1;-1;21.0527;22.2442;6.6693;632;0.712285;18.3001;78.6901;52.125;55.6197;35.1694;3;2;1;2;2;0;1;49;172
192;3.4990509;8.6803865;464500.69;386761.12;877.438;994.172;0.1134;379.98074;293.84198;393.99379;342.27631;337.86595;389.9143;369.45926;419.82852;980;0.878599;0.013449195;130.85888;158.49569;980;0.878599;0.013449195;130.85888;158.49569;116.734;43.2425;35.1184;43.365;0.009308544;0.002252938;0.001713244;0.002427467;1.220733;1.0398365;1.46699;1.07892;0.1138018;0.092421549;0.11412418;0.34438293;3.01639;35.7208;17.6513;16.9081;7.10434;18.4754;17.6027;7.06059;18.4754;17.6027;7.06059;-1;-1;-1;11.333;12.3366;3.30983;980;0.878599;14.5978;153.435;30.9638;59.0362;62.982;2;2;0;0;0;0;1;14;118
193;3.5019839;8.6858955;465112.69;387085.12;962.627;1033.77;0.060264;277.00272;80.498448;321.99379;179.55704;209.82337;360;271.5488;382.68526;1032;0.975053;0.000117699;12.24168;37.957274;1033;0.989109;0.0000224;5.3445745;16.571717;71.1479;17.6169;16.2169;20.0811;0.003280753;0.000543065;0.000442764;0.000565594;1.9086022;1.0756368;9.61409;1.02136;0.063598229;0.058544259;0.072494291;0.019294303;4.40645;19.685;13.2579;14.137;4.78319;13.3605;14.137;4.75722;13.4961;14.2046;4.68229;5.49402;5.49402;0;7.20575;7.20575;0;1032;0.975053;8.08404;63.4349;36.8699;41.1859;0;0;0;0;0;0;0;2;0;72
194;3.4876581;8.6991889;466588.69;385501.12;1041.54;1101.98;0.10368;363.33108;256.43178;469.99392;346.48949;245.82338;506.55841;381.78513;509.11688;1083;0.68596;0.040678053;227.58054;306.64713;1093;0.851426;0.017787963;150.49364;228.91391;60.4354;35.8536;29.5593;35.6481;0.004287343;0.001212367;0.0009234;0.00123052;1.9634954;1.1065684;1.93753;1.12308;0.098680349;0.081356449;0.098114567;0.41420526;0.619672;26.5863;12.3996;13.0345;5.82436;12.9291;13.2706;5.87871;12.5279;13.1354;6.11967;14.4629;13.8823;4.6905;9.50523;9.44072;4.69558;1087;0.752147;19.5021;6.34019;171.87;171.87;175.391;3;2;1;0;0;0;11;8;61
195;3.4857029;8.6959484;466228.69;385285.12;1016.2;1109.25;0.127656;403.15836;324;439.90353;383.68158;360;482.51246;415.00868;461.02495;1108;0.986576;0.000650618;28.781809;43.929288;1109;0.997323;0.0000271;5.8696121;12.999847;93.0541;38.2428;34.0663;34.7028;0.007699032;0.001763224;0.001454325;0.001654224;1.307668;1.0872848;3.61738;1.10573;0.094858005;0.084498519;0.08607724;0.014559073;4.35038;34.3425;16.4231;16.3707;5.72178;16.4907;16.3904;5.69954;16.574;16.3904;5.65321;6.91708;6.91708;0;8.58628;8.58628;0;1108;0.986576;17.1171;12.5288;141.34;141.34;17.4827;3;3;0;0;0;0;2;0;94
196;3.487331;8.6949756;466120.69;385465.12;991.104;1150.08;0.276696;593.54889;396;677.20997;509.72896;493.49535;749.39955;602.49758;749.1115;1122;0.823366;0.040044899;225.80245;291.58209;1125;0.842236;0.034496681;209.57704;273.05489;158.977;75.819;69.3007;75.2301;0.025531132;0.006938027;0.005568432;0.006873866;1.5928685;1.0572595;1.67712;1.11591;0.12773837;0.11675645;0.12674626;0.35309146;0.861058;33.6712;18.904;19.2707;7.525;19.1513;19.4073;7.7453;19.0195;19.3657;7.79605;23.6968;24.2804;3.73907;16.8786;18.2484;5.05726;1125;0.842236;27.0167;71.565;56.3099;54.7824;108.842;0;0;0;0;0;0;4;25;160
197;3.4915654;8.6962707;466264.69;385933.12;1072.23;1139.93;0.068688;295.73007;257.84198;326.97946;296.05579;268.99686;340.99688;306.2451;341.52597;1099;0.395369;0.043114415;234.29677;251.45765;1104;0.469224;0.036793887;216.44267;231.27754;67.6995;50.0558;49.6106;52.934;0.002605382;0.001401365;0.001372386;0.001578215;1.3336949;1.0428169;1.14413;1.01767;0.16926174;0.16775634;0.17899417;0.73189267;4.75157;28.6233;17.9397;20.1324;6.50862;16.6537;17.6257;6.63779;15.2556;16.2757;6.1082;23.0452;24.2273;5.30983;19.7973;22.5836;5.95362;1103;0.454453;24.6777;80.5377;63.4349;108.435;126.682;0;0;0;0;0;0;6;35;68
198;3.4931941;8.6972425;466372.69;386113.12;1074.19;1127.76;0.079704;318.56284;260.49842;398.55844;319.29977;268.99686;409.86595;332.7673;421.36918;1109;0.649788;0.024414574;176.31109;208.73241;1116;0.780473;0.012946109;128.38807;161.70388;53.5641;35.3933;28.1808;32.079;0.00252691;0.000987442;0.000643315;0.000836071;1.749586;1.0465559;1.4289;1.04814;0.11110307;0.088462252;0.10069906;0.40302276;1.14522;20.6978;10.6989;10.9299;5.13532;10.9293;10.9874;5.12495;10.3915;9.46601;5.14088;13.9948;13.8193;3.9866;8.9835;7.68313;5.17597;1114;0.743134;18.7283;81.8699;68.1986;70.0169;115.049;2;1;1;0;0;0;8;11;54
199;3.4993906;8.7244665;469396.69;386797.12;1126.46;1176.83;0.068688;295.73007;185.84196;417.79986;285.49862;209.82337;389.91426;297.02098;419.82852;1173;0.923958;0.000772166;31.355249;64.427605;1176;0.983518;0.0000673;9.2587503;38.408014;50.3694;27.3314;25.0526;28.3578;0.002213785;0.000702011;0.000543925;0.000685221;2.0153611;1.0756269;8.29677;1.00364;0.092420161;0.084714456;0.095890783;0.031308112;1.38234;25.6317;11.2566;10.7826;6.48112;11.3658;11.0755;6.4684;11.4929;11.0755;6.43515;3.10421;3.10421;0;4.05098;4.05098;0;1173;0.923958;10.7504;56.3099;59.0362;59.0362;90;3;3;0;0;0;0;4;0;51
200;3.4961327;8.7209022;469000.69;386437.12;1091.06;1174.72;0.12636;401.10665;288;546.49227;397.18941;245.82338;562.16784;426.94069;569.20997;1152;0.72842;0.027281523;186.37573;236.61056;1163;0.859903;0.010940177;118.02316;159.2156;83.6613;46.167;42.9154;46.0184;0.005611665;0.001614781;0.001551965;0.00149918;2.0138414;1.0950747;1.55807;1.02994;0.11509904;0.10699251;0.11472867;0.29424384;1.85214;26.759;14.141;13.7968;5.78765;14.5208;14.3363;5.69486;14.2736;13.7968;5.88253;16.6781;17.8658;3.05408;10.078;11.4121;5.45069;1154;0.752326;21.2365;10.3048;23.1986;18.4349;34.9958;4;3;1;0;0;0;12;11;84
201;3.4866879;8.7215532;469072.69;385393.12;1013.24;1075.45;0.078408;315.96228;0;482.99067;284.95905;209.82337;470.24128;318.59219;500.12797;1075;0.992787;0.00000276;1.8758536;4.0873169;1075;0.992787;0.00000276;1.8758536;4.0873169;62.2115;12.2797;11.3824;15.0905;0.003401575;0.000197216;0.000134955;0.000258468;2.5054848;1.0580255;4.74765;1.12476;0.038864332;0.0360247;0.047760302;0.005936954;0.499327;28.1526;12.4856;10.9727;6.87092;12.5781;10.9727;6.8694;12.5781;10.9727;6.8694;-1;-1;-1;5.54919;5.54919;0;0;-16.287;0;26.5651;29.7449;30.2564;69.2942;2;2;0;3;3;0;1;0;63
202;3.4788698;8.7160456;468460.69;384529.12;977.034;1009.12;0.047952;247.09185;188.49842;268.9969;240.49807;209.82337;273.79986;245.40396;274.16784;1000;0.715842;0.012706808;127.19595;177.12253;1004;0.84052;0.004757353;7.78E+01;149.4733;32.0828;24.4401;20.7523;20.2947;0.001120221;0.000436016;0.000328918;0.000368959;1.2311647;1.0730881;2.60638;1.3832;0.098911092;0.08398601;0.082134146;0.31497735;1.35693;20.045;9.24274;8.57033;5.13101;9.83535;9.51595;4.95755;9.91381;9.51595;4.97336;9.25476;8.16422;5.36943;5.09449;3.79204;4.72681;1002;0.778181;12.5154;63.4349;56.3099;113.199;153.665;0;0;0;2;2;0;5;5;33
203;3.4775666;8.7147495;468316.69;384385.12;972.232;994.234;0.024624;177.06566;108;196.9969;156.71046;152.49844;188.49844;178.66868;193.86593;994;0.989372;0.00000619;2.8075437;5.035635;994;0.989372;0.00000619;2.8075437;5.035635;22.0015;9.80493;13.5168;9.91418;0.000481306;0.00008;0.0000644;0.0000769;1.1987656;1.0607141;3.21703;1.12619;0.055374551;0.076338039;0.05599157;0.015855947;0.974022;14.0187;5.10423;4.41207;3.41581;5.02813;4.41207;3.46003;5.02813;4.41207;3.46003;-1;-1;-1;7.08276;7.08276;0;994;0.989372;12.6382;63.4349;26.5651;68.1986;90;2;2;0;0;0;0;1;0;23
204;3.4814721;8.7056732;467308.69;384817.12;1005.52;1134.43;0.380376;695.92367;533.91426;878.44386;696.1951;533.16901;865.49744;701.80705;878.87199;1084;0.608807;0.18643952;487.2188;615.77834;1127;0.942393;0.016298207;144.05388;250.02196;128.902;83.2256;74.8522;85.2356;0.030436092;0.014852579;0.012413058;0.014943115;1.5948801;1.0681758;1.45208;1.1491;0.11959011;0.10755802;0.12247837;0.20699667;0.8882;33.022;17.2475;17.2914;7.17213;17.7276;18.026;6.96021;19.0674;18.603;6.07885;15.8686;16.5826;7.66884;7.38813;6.98756;3.40097;1113;0.833784;25.2397;52.4314;41.6335;55.008;12.519;4;3;1;0;0;0;44;7;130
205;3.4739806;8.7034067;467056.69;383989.12;956.583;1126.75;0.386856;701.82643;432;815.15932;633.97733;563.64677;802.64273;686.57705;822.50347;1034;0.454935;0.27052117;586.88862;706.84003;1061;0.613598;0.13404496;413.12388;593.757;170.172;106.729;102.784;109.088;0.038374299;0.01593901;0.013206072;0.015517097;1.37346;1.138248;1.67236;1.33051;0.15207313;0.14645251;0.15543489;0.5886411;0.766734;34.124;22.0548;24.0979;7.22931;21.6707;23.695;7.37013;21.021;22.7194;8.15671;22.4391;24.4115;6.26736;22.8931;24.7528;6.87204;1047;0.531328;28.2593;147.265;150.945;156.801;117.026;2;1;1;3;3;0;28;65;171
206;3.4729999;8.6920632;465796.69;383881.12;944.809;1007.79;0.064152;285.79864;209.82337;317.9143;265.9269;256.43178;360;285.12431;382.68526;992;0.749247;0.012224861;124.76047;171.24151;992;0.749247;0.012224861;124.76047;171.24151;62.984;40.0227;29.1876;41.4292;0.002359865;0.000855247;0.000552082;0.000890608;1.7929293;1.087816;1.88393;1.03974;0.14003812;0.10212631;0.1449594;0.43653278;1.71446;25.2997;15.6574;16.3758;5.88508;15.867;16.3758;5.82997;15.867;16.3758;5.82997;-1;-1;-1;14.6666;17.7713;6.33098;992;0.749247;12.9464;30.9638;53.1301;48.8141;57.2371;0;0;0;0;0;0;1;15;64
207;3.4723484;8.6917393;465760.69;383809.12;903.357;977.408;0.072576;303.98459;0;321.99379;196.27192;268.99686;363.56472;321.5587;367.12941;977;0.994492;0.00000415;2.297536;7.2811396;977;0.994492;0.00000415;2.297536;7.2811396;74.0507;39.5937;41.1738;35.3155;0.003752891;0.001264392;0.001061696;0.001057829;1.4585966;1.0341234;10.0432;1.11692;0.130249;0.13544709;0.11617527;0.007558067;0.603685;27.6687;15.1032;15.0317;5.94102;14.9681;15.0317;5.87748;14.9681;15.0317;5.87748;-1;-1;-1;24.2884;24.2884;0;977;0.994492;12.3027;63.4349;78.6901;78.6901;99.1125;2;2;0;0;0;0;1;0;75
208;3.4697447;8.69725;466372.69;383521.12;908.943;1069.99;0.519048;812.9406;583.59972;931.17851;799.11056;525.68368;947.44157;800.8935;988.52618;1014;0.652348;0.13148095;409.15368;584.62784;1065;0.969032;0.005282848;82.01421;137.46713;161.044;111.337;95.7123;116;0.044655011;0.017571808;0.013323036;0.018876362;1.4786273;1.1394253;2.24525;1.11205;0.13695608;0.11773588;0.14269193;0.10088586;0.651614;35.6382;17.7571;17.4284;8.5224;17.8872;17.731;8.50183;17.345;17.1026;8.71091;19.8429;20.1382;7.41895;8.3636;9.6475;3.17343;1018;0.677186;29.1386;137.726;155.225;146.889;50.9845;4;4;0;3;3;0;52;4;162
209;3.455414;8.695634;466192.69;381937.12;806.556;876.955;0.098496;354.13133;291.56469;403.59969;342.10269;273.79984;398.97946;354.91034;410.46316;833;0.375634;0.063486865;284.31318;314.67535;872;0.929615;0.005292674;82.090446;149.62321;70.3995;57.2585;54.1944;57.626;0.003754945;0.002468928;0.00198864;0.002430784;1.3434442;1.0505268;1.55121;1.10485;0.16168715;0.15303474;0.16272505;0.23180792;1.15683;31.718;20.432;20.953;7.28659;21.2274;21.49;6.76358;19.448;20.1035;6.95213;22.9653;24.1174;6.16863;9.16465;10.1361;4.906;844;0.531885;31.5822;123.69;99.4623;105.255;115.048;0;0;0;0;0;0;40;4;71
210;3.4642058;8.6904455;465616.69;382909.12;789.686;1111.6;1.618056;1435.3302;870.49244;1876.2565;1429.0341;962.20514;1908.692;1520.7683;1946.9978;956;0.516641;0.47885317;780.82955;1227.013;1079;0.898731;0.029899612;1.95E+02;302.06051;321.914;202.609;181.693;201.477;0.2165177;0.064701509;0.054323997;0.064949784;1.8400399;1.1964216;2.03983;1.13;0.14115825;0.12658641;0.14037008;0.13593647;0.622401;42.5281;18.4855;17.4003;8.89316;18.4129;17.3173;8.92529;16.0145;14.9446;7.70304;24.9516;26.5532;8.76324;22.395;22.3633;5.84137;1015;0.69992;41.8001;85.486;92.2026;86.8202;166.799;9;9;0;5;5;0;124;32;323
